ID,label,type,exposure cohort,exposure role,exposure categories,exposures,quote,source,confidence,note,classified by,checked by
COHO:0000057,Durban Diabetes Study,cohort,no,,,,"Population-based cross-sectional survey using multistage cluster sampling of adults aged ≥18 years in Durban (eThekwini municipality), KwaZulu-Natal",https://ega-archive.org/studies/EGAS00001002583,high,"A population-based cross-sectional survey of urban Black residents of Durban whose primary research focus is diabetes, with other chronic diseases secondary; no exposure defines it.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000058,Dutch and Belgian Lung Cancer Screening Trial,cohort,yes,defined by exposure,tobacco,"smoking exposure (years smoked, cigarettes/day, years quit)",Inviting current and former smokers (quit <or= 10 years ago) who smoked >15 cigarettes/day during >25 years or >10 cigarettes/day during >30 years was most optimal.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A17131307+AND+SRC%3AMED&format=json&resultType=core,high,"The NELSON trial selected heavy current and former smokers from the Dutch and Belgian general population for CT lung-cancer screening: recruited as smokers, and at high risk of lung cancer.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000059,Dutch Microbiome Project,cohort,no,,,,"The goal of the Dutch Microbiome Project is to investigate the interactions between microbiome, host, environment and human health.",https://groningenmicrobiome.org/?page_id=14,medium,"Gut-microbiome profiling of participants of the general-population Lifelines cohort; environment is one of several factors studied, not a design purpose, and no disease selects the participants.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000060,Edinburgh Stroke Study,cohort,no,,,,,,high,"A prospective hospital series of patients with recent stroke in Edinburgh, followed for outcome; no environmental exposure is involved.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000061,ENGAGE AF-TIMI 48,cohort,no,,,,,,high,"A randomised anticoagulation trial whose participants all have atrial fibrillation; the drug comparison is a treatment, not an environmental exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000062,EPIGEN,cohort aggregation,no,,,,"A population-based genome-wide analysis of 6,487 individuals was performed in the context of worldwide genomic diversity to elucidate how ancestry, kinship, and inbreeding interact in three populations with different histories from the Northeast (African ancestry: 50%), Southeast, and South (both with European ancestry >70%) of Brazil.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A26124090+AND+SRC%3AMED&format=json&resultType=core,high,"An aggregation of three population-based Brazilian cohorts (the 1982 Pelotas birth cohort, the Bambui ageing cohort and Salvador-SCAALA) used for population genomics and the genetic epidemiology of complex diseases in general; neither exposure nor a single disease defines it.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000063,Erasmus Rucphen Family Study,cohort,no,,,,A family-based cohort study that is embedded in the Genetic Research in Isolated Populations (GRIP) program in the South West of the Netherlands.,https://dss.niagads.org/cohorts/erasmus-rucphen-family-erf/,high,"A family-based cohort of descendants of founder families in a genetically isolated Dutch population, assembled for genetic research on complex disorders in general; selection is by genealogy, not by exposure or disease.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000064,Estonian Biobank,cohort,no,,,,The Estonian Biobank cohort is a volunteer-based sample of the Estonian resident adult population (aged ≥18 years).,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A24518929+AND+SRC%3AMED&format=json&resultType=core,high,A volunteer-based population biobank of Estonian adults linked to national registries; a general population resource with no exposure or disease selection.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000065,European Prospective Investigation into Cancer,cohort,yes,designed to study exposures,diet,nutrition | diet | lifestyle,"The European Prospective Investigation into Cancer and Nutrition (EPIC) is an ongoing multi-centre prospective cohort study designed to investigate the relationship between nutrition and cancer, with the potential for studying other diseases as well.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A12639222+AND+SRC%3AMED&format=json&resultType=core,high,EPIC is a multi-centre general-population cohort designed to study the relationship between nutrition and cancer: a diet-exposure cohort and a population study of cancer.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000066,European Prospective Investigation of Cancer-Norfolk,cohort,yes,designed to study exposures,diet,diet | lifestyle | nutrition,"The EPIC-Norfolk study (https://www.epic-norfolk.org.uk) is a population-based prospective cohort study, nested within the European Prospective Investigation of Cancer (EPIC) study, which had the primary aim of exploring the connections between cancer, diet and lifestyle.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9671801/fullTextXML,high,"The Norfolk component of EPIC: a population-based cohort whose primary aim is the connections between cancer, diet and lifestyle, so it inherits EPIC's diet-exposure and cancer verdicts; its own website states the aim of gathering lifestyle and nutritional information.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000067,EuroTARGET project,cohort aggregation,no,,,,,,high,"A collaborative collection of patients with metastatic renal cell cancer for biomarkers of response to targeted therapy; the therapy is a treatment, not an environmental exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000068,Extremely Low Gestational Age Newborns,cohort,no,,,,We enrolled 1506 ELGANs born before 28 weeks gestation at 14 sites; 1201 (80%) survived to 2 years corrected age.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A19765918+AND+SRC%3AMED&format=json&resultType=core,medium,"A birth cohort of infants born before 28 weeks selected for their high risk of brain damage and neurodevelopmental disorders; the exposures it studies (placental microorganisms, inflammation, obstetric antecedents) are perinatal rather than environmental agents, and its later membership of ECHO is not documented in the bundle.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000069,Fatty Acid Sensor Study,cohort,yes,designed to study exposures,diet,omega-3 fatty acid supplementation (fish oil),"A total of 208 participants of the Fatty Acid Sensor (FAS) Study received 5 g fish oil/d, containing 1.9-2.2 g eicosapentaenoic acid and 1.1 g docosahexanoic acid, for 6 wk.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A30624603+AND+SRC%3AMED&format=json&resultType=core,medium,"A nutrigenomics study of healthy Quebec volunteers given a six-week fish-oil supplement to study gene-diet interaction in the triglyceride response; diet is its main subject (medium, since a supplementation intervention is a borderline environmental exposure), and participants were required to be free of metabolic disease.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000070,Finnish Twin Cohort Study,cohort aggregation,no,,,,"In 2002 and 2006, review papers have described the Finnish Twin Cohort and studies conducted on these population-based, longitudinal data sets with extensive follow-up data.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A23298696+AND+SRC%3AMED&format=json&resultType=core,high,"A population-based twin registry aggregation (older cohort, FinnTwin12, FinnTwin16) for health and disease in general; one sub-study of heavy smokers exists, but the aggregation is a twin registry, which is out of scope on both counts.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000071,FINRISK,cohort aggregation,no,,,,The FINRISK studies were cross‐sectional population surveys carried out in Finland in a systematic and standardized fashion every 5 years since 1972,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8183175/fullTextXML,medium,"Five-yearly Finnish population surveys monitoring risk factors and non-communicable disease broadly; a general population resource. The cohort profile (PMID:29165699) has no cached text, so the broad purpose rests on the definition and the population-survey description.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000072,Flemish Gut Flora Project,cohort,no,,,,The Flemish Gut Flora Project (FGFP) is a population-based cohort that comprises individuals from the Flanders region of Belgium.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8654685/fullTextXML,high,A population-based microbiome cohort of Flemish volunteers studied in relation to health and lifestyle in general; no exposure or disease defines it.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000073,Gabriel Advanced Survey,cohort,yes,designed to study exposures,other,"exposure to farming environments | specific exposures to cows, straw, and farm milk",The GABRIEL Advanced Surveys (GABRIELA) were conducted to determine factors in farming environments which are fundamental to protecting against asthma and atopic disease.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A21819425+AND+SRC%3AMED&format=json&resultType=core,high,A population-based survey of rural schoolchildren designed to determine which farm-environment exposures protect against asthma and atopic disease: both an exposure cohort and a population study of asthma and allergy.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000074,GCAT Genomes for Life,cohort,no,,,,"designed to recruit the general population of the north-east region of Spain, Catalonia",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5875652/fullTextXML,high,A general-population prospective cohort of Catalan adults for chronic diseases broadly; neither an exposure nor a single disease defines it.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000075,GENESIS,cohort,no,,,,"The novelty of the GENESIS (GENE SISters) study is the recruitment of a study population enriched in susceptibility factors by case selection based on familial criteria, with consideration of environmental factors.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4711059/fullTextXML,high,"A French case-control resource of BRCA1/2-negative breast cancer patients with an affected sister, plus unaffected sisters and controls; environmental factors are covariates, not the recruitment basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000076,Genetic Analysis of Multiple Sclerosis,cohort,no,,,,,,high,A multinational case-control collection of multiple sclerosis cases with Swedish and UK controls for susceptibility genetics; no environmental exposure is involved.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000077,Genetic Consortium for Anorexia Nervosa,cohort aggregation,no,,,,,,high,"A consortium pooling DNA samples of anorexia nervosa patients (with matched controls) for GWAS; a case collection for one psychiatric disorder, with no exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
