child,child label,parent,parent label,relation,verdict,quote,URL,note,batch
COHO:0000022,Cancer and Leukemia Group B,COHO:0000595,SWOG Cancer Research Network,,rejected,,,"CALGB and SWOG are separate cooperative groups that ran joint trials (CALGB/SWOG 80405) or took part in the same trial. The text says CALGB is now part of the Alliance for Clinical Trials in Oncology, not SWOG.",s006
COHO:0000176,UK Biobank,COHO:0000002,1000 Genomes,,rejected,,,"1000 Genomes phase 3 was used as an imputation reference panel for UK Biobank. That makes it a reference panel, not a parent cohort.",s006
COHO:0000762,Singapore Chinese Eye Study,COHO:0000764,Singapore Indian Eye Study,,rejected,,,"SCES and SINDI are sibling ethnic-specific sub-studies of the Singapore Epidemiology of Eye Diseases study (SEED, COHO:0000763), which both terms already link to. Neither is part of the other.",s006
COHO:0000453,Health 2000 GenMets Study,COHO:0000445,Helsinki Birth Cohort Study,,rejected,,,"In the ng.3097 supplementary acknowledgements, 'GenMets subcohort' ends the Health 2000 GenMets entry and 'HBCS (Helsinki Birth Cohort Study)' begins the next cohort's entry. The sweep read the two entries as one sentence. HBCS (births 1934-44 in Helsinki) is not a sub-cohort of GenMets, and GenMets is not a sub-cohort of HBCS. GenMets is already linked to Health 2000.",s006
COHO:0000020,Breast Cancer Association Consortium,COHO:0000134,Ovarian Cancer Association Consortium,,rejected,,,"The controls were selected from those genotyped by BCAC 'or' by OCAC in the iCOGS projects, so the two are named as separate consortia. BCAC is not a member of OCAC.",s006
COHO:0000659,Singapore Chinese Health Study,COHO:0000481,Singapore Prospective Study Program,,rejected,,,"SCHS and SP2 are two separate Singapore Chinese data sets analysed side by side ('two adult Chinese populations'); SCHS is a 1993-1998 cohort, SP2 re-visits earlier cross-sectional surveys. Neither is part of the other.",s007
COHO:0001094,Kathleen Cuningham Foundation Consortium for Research into Familial Breast Cancer,COHO:0000668,Breast Cancer Family Registry,,rejected,,,"The BCFR paper (PMC468645) describes kConFab families as recruited 'in addition to families presented in Table 4' by kConFab, which used the same questionnaires and blood protocol as the BCFR and whose families 'are available to be used in conjunction with' BCFR resources through kConFab. That is a separate resource with harmonised protocols, not part of the BCFR. The other sentence only compares follow-up schedules.",s007
COHO:0000176,UK Biobank,COHO:0000403,FinnGen,,rejected,,,UK Biobank and FinnGen are separate biobanks that are meta-analysed or compared together. Neither is part of the other.,s007
COHO:0000176,UK Biobank,COHO:0000916,International Glaucoma Genetics Consortium,,rejected,,,"All the sentences combine UK Biobank data with 'previously published data from the International Glaucoma Genetic Consortium' (and CLSA, MGB Biobank) as separate sources in an MTAG or meta-analysis. They do not say that UK Biobank is a member of IGGC.",s007
COHO:0000296,Malmö Diet and Cancer Study,COHO:0000392,Malmö Offspring Study,,rejected,,,"MOS enrols the children and grandchildren of participants in the MDC Cardiovascular Cohort (itself 'a subset of the larger MDC'). Its participants are not MDC participants, and MDC is not part of MOS, so neither direction holds. The link MDC-CC isSubCohortOf MDC is stated in doc e75eb9bf..., if COHO has an MDC-CC term.",s007
COHO:0000773,Colorectal Transdisciplinary Study,COHO:0000610,Genetics and Epidemiology of Colorectal Cancer Consortium,,rejected,,,"This is a funding acknowledgement that lists the GAME-ON consortia (CORECT, TRICL-ILCCO, FOCI, ELLIPSE) and GECCO with their grants. CORECT and GECCO are sibling consortia, and CORECT is not stated to be a member of GECCO.",s007
COHO:0000403,FinnGen,COHO:0000176,UK Biobank,,rejected,,,FinnGen and UK Biobank are listed together as separate sources of GWAS summary statistics. Neither is part of the other.,s007
COHO:0001468,University of Manchester Longitudinal Study of Cognition in Normal Healthy Old Age,COHO:0001527,Brains for Dementia Research,,rejected,,,"PMC7029329 compares two distinct brain-donation cohorts: the UoM study (begun 1983, 6,542 recruits) and the Manchester arm of BDR (begun 2009), which have different recruitment and times on study. The UoM study is not part of BDR.",s007
COHO:0000997,Biobanque québécoise de la COVID-19,COHO:0001189,HostSeq initiative,memberOf,confirmed,"For the leave-one-out study subsets we chose the BQC19 and GenOMICC studies to be sequentially excluded, because BQC19 is the largest study within HostSeq and accounts for more than half of the cases in HostSeq, and GenOMICC is the most restricted study in terms of recruitment and predominantly consists of hospitalized cases.",https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC10990181/unicode,The HostSeq paper (PMC10990181) describes HostSeq as consisting 'of several independent studies' and names BQC19 as 'the largest study within HostSeq'. It also names BQC19 and CGEN as 'two studies from HostSeq'. HostSeq is typed cohort aggregation.,s007
COHO:0000916,International Glaucoma Genetics Consortium,COHO:0001263,Genetics of Glaucoma in People of African Descent Consortium,,rejected,,,"The sentence combines the IGGC European meta-analysis, the GGLAD meta-analysis and GBMI as separate data sets. The only 'subset present in' statements say that FinnGen is in IGGC and that BioME and UKBB-Africa are in GGLAD, not that IGGC is in GGLAD.",s007
COHO:0000024,Cancer Prevention Study,COHO:0000485,"Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial",,rejected,,,"CPS-II and PLCO are listed side by side as separate source studies of cases, or of genotyping batches. Neither is part of the other.",s007
COHO:0000774,Genetic Associations and Mechanisms in Oncology,COHO:0000560,International Lung Cancer Consortium,,rejected,,,"The sentence says the TRICL research team is part of GAME-ON and is associated with ILCCO. It does not make GAME-ON a member of ILCCO, or ILCCO a member of GAME-ON; the link it supports is TRICL memberOf GAME-ON, which COHO already has among GAME-ON's five members.",s008
COHO:0000121,Multiethnic Cohort Study of Diet and Health,COHO:0000485,"Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial",,rejected,,,"MEC and PLCO are listed side by side as studies contributing to PanScan III, GECCO and an endometrial cancer pooled analysis. They are separate cohorts; neither is drawn from the other.",s008
COHO:0000184,INTERVAL study,COHO:0000123,National Health Service Blood and Transplant,,rejected,,,"The sentence says INTERVAL embedded its research in the operational framework of NHSBT. NHSBT is a special health authority, the institution that ran the donor centres, not a cohort, so there is no sub-cohort link. (The NHSBT term is typed cohort although its definition describes the authority; the curator may want to look at that.)",s008
COHO:0000383,Mass General Brigham Biobank,COHO:0000065,European Prospective Investigation into Cancer,,rejected,,,Name clash: the synonym 'Partners' of the Mass General Brigham Biobank matched 'consortium partners' in a sentence about the InterAct case-cohort nested in EPIC. The paper (PMC4222062) does not mention the MGB/Partners Biobank.,s008
COHO:0000827,Human Early Life Exposome,COHO:0000131,Norwegian Mother and Child Cohort study,,unresolved,,,"HELIX is not a sub-cohort of MoBa alone: PMC6144482 says 'The HELIX study represents a collaborative project across six established and ongoing longitudinal population-based birth cohort studies in Europe' (BiB, EDEN, INMA, KANC, MoBa, RHEA). The HELIX subcohort includes 272 MoBa children, but the rest come from the five other cohorts. The link the text supports runs the other way: MoBa as one of the cohorts HELIX collects (memberOf/hasCohort). HELIX is typed cohort, not cohort aggregation, so the curator has to decide on the type, or on isSubCohortOf links to all six cohorts, before a link can be asserted. The sweep sentence itself only says the child panel study excluded MoBa.",s008
COHO:0000207,1958 British Birth Cohort,COHO:0000347,UK Blood Service Control Group,,rejected,,,The 1958 Birth Cohort and the UK Blood Services donors are named as the two separate sources of WTCCC controls. Neither is drawn from the other; both are already members of WTCCC (COHO:0000182).,s008
COHO:0001300,Cancer Genetic Markers of Susceptibility,COHO:0001218,Pancreatic Cancer Cohort Consortium,,unresolved,,,"The proposed direction (CGEMS a member of PanScan) is wrong. Many cached papers (for example ncomms5613 and PMC4687971) name the data set 'CGEMS pancreatic cancer scan (PanScan)' only as a dbGaP source of controls. At most this suggests the reverse: the PanScan GWAS was run or distributed under CGEMS, which is a relationship between projects, not a cohort being collected. The CGEMS definition covers only prostate and breast cancer. A source describing PanScan as part of the CGEMS initiative would settle it, for example Amundadottir et al. 2009 Nat Genet (PMID 19648918), of which only the abstract record is cached.",s008
COHO:0000603,Women's Health Initiative Memory Study,COHO:0000505,WHI Genomics and Randomized Trials Network,,rejected,,,"The WHIMS+ GWAS sub-study and WHI-GARNET are disjoint siblings. The WHIMS sub-study took 'WHI Memory Study (WHIMS) participants who were not in WHI-GARNET', and every consenting WHIMS participant has GWAS data 'in either this substudy or GARNET'. Both are already isSubCohortOf the WHI hormone trials (COHO:0000409).",s008
COHO:0000134,Ovarian Cancer Association Consortium,COHO:0000731,Collaborative Oncological Gene-environment Study,memberOf,confirmed,"The Illumina™ “iCOGS” custom genotyping chip (28) was designed as a collaborative project, principally involving four international consortia; the Breast Cancer Association Consortium (BCAC) (29) (http://ccge.medschl.cam.ac.uk/consortia/bcac/), the Ovarian Cancer Association Consortium (OCAC) (30)",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3836481/fullTextXML,"The sweep sentences only say 'OCAC iCOGS project'. PMC3836481 (PMID 23900074) names OCAC as one of the four consortia of COGS/iCOGS, which matches the COGS definition. PMC3693183 also describes OCAC's 43 studies being genotyped on the COGS iCOGS array. Both terms are typed cohort aggregation, so this is an aggregation within an aggregation (hasCohort).",s008
COHO:0000459,Ludwigshafen Risk and Cardiovascular Health Study,COHO:0000477,Stabilization of Atherosclerotic Plaque by Initiation of Darapladib Therapy Trial,,rejected,,,"LURIC is an independent observational replication cohort; the study's initial cohort was a biomarker sub-study of STABILITY. LURIC is not drawn from STABILITY (it enrolled patients in 1997–2002, and STABILITY ran in 2008–2010).",s008
COHO:0000422,China Kadoorie Biobank,COHO:0001250,WeGene cohort,,rejected,,,"CKB and the WeGene cohort are listed as two independent Chinese Han replication cohorts. 'as part of' refers to a CKB subset, not to WeGene.",s008
COHO:0000668,Breast Cancer Family Registry,COHO:0001094,Kathleen Cuningham Foundation Consortium for Research into Familial Breast Cancer,,rejected,,,"BCFR and kConFab are separate family registries whose female participants were pooled into the Prospective Family Study Cohort (ProF-SC), which is drawn from both. The paper says they were designed so that their data could be pooled; neither is part of the other.",s008
COHO:0000125,Netherlands Twin Registry,COHO:0000108,LifeLines,,rejected,,,Lifelines and NTR are listed side by side as separate cohorts in a polygenic score analysis (and as separate C19HG cohorts); nothing says NTR participants are drawn from Lifelines.,s009
COHO:0002604,Finnish HPV vaccination cohort,COHO:0002610,Finnish Maternity Cohort,,rejected,,,"Name clash: 'HPV' in these sentences is human papillomavirus (HPV antibodies measured in a Finnish Maternity Cohort nested case-control study), not the Finnish HPV vaccination cohort.",s009
COHO:0000011,Atherosclerosis Risk in Communities Study,COHO:0000384,Cardiovascular Health Study,,rejected,,,"ARIC and CHS are both parent cohorts that contributed subsets to the Sleep Heart Health Study (PMC3498243: 'Three of the six parent cohorts contributing to SHHS, ARIC, FHS, and CHS'); ARIC is not part of CHS.",s009
